,concrete block (solid),,,Bloque de concreto (Solido)
,hollow concrete block,,,Bloque de concreto hueco
,cement plaster,,,Yeso de cemento
,wattle & daub,,,Zarzo y barro
,timber,,,Leño
,wood,,,Madera
,plywood,,,Madera contrachapada
,fiber cement board/ cement board,,,Placa de fibrocemento/Placa de cemento
,bamboo,,,Bamboo
,metal sheeting,,,Láminas de metal
,plastic sheeting (tarpaulin),,,Láminas de plástico (lona)
,canvas,,,Lona
,textile,,,Textiles
,woven mat (organic material),,,Tejido estrecho (materia orgánico)
,thatch,,,Cubierta de paja
,straw,,,Paja
,corrugated galvanized iron (CGI) sheet,,,Hoja de hierro galvanizado corrugado (CGI)
,shingle,,,Tejas
,wood shingle,,,Tejas de Madera
,other,,,Otros
,Thickness of cladding material (mm),,,Espesor de material de revestimiento (mm)
,Roof covering material,,,Material de cobertura del techo
,corrugated galvanized iron (CGI) sheet,,,Hoja de hierro galvanizado corrugado (CGI)
,insulated metal roofing sheet,,,Perfil de cubierta metálico aislado
,corrugated bitumen roofing panel,,,Panel de asfalto corrugado
,aluminium roofing sheet,,,Perfil de cubierta de aluminio
,plastic sheeting (tarpaulin),,,Láminas de plástico (lona)
,thatch,,,Cubierta de paja
,leaves,,,Hojas
,straw,,,Paja
,clay tiles,,,Tejas de arcilla
,concrete tiles,,,Tejas de concreto
,stone shingle,,,Tejas de piedra
,asphalt shingle,,,Tejas de asfalto
,wood shingle,,,Tejas de Madera
,asphalt,,,Asfalto
,bamboo,,,Bamboo
,wood,,,Madera
,plywood,,,Madera contrachapada
,GPR (fibreglass) panel,,,GRP (fibra de vidrio) Panel
,other,,,Otros
,Thickness of roof covering (mm or gauge),,,Espesor de cubiertas (mm o un medidor)
,Floor Finish Material,,,Material del piso Acabado
,none,,,Ninguno
,timber,,,Leño
,wood,,,Madera
,cement plaster,,,Yeso de cemento
,mud plaster,,,Yeso de barro
,bamboo,,,Bamboo
,ceramic tiles,,,Azulejos de cerámica
,carpet,,,Alfombra
,plastic floor,,,Piso de plástico
,organic material,,,Material organico
,other,,,Otros
Openings,,,Entrada,
,Number of doors,,,Numero de puertas
,Doors material,,,Material de las puertas
,timber,,,Leño
,wood,,,Madera
,plywood,,,Madera contrachapada
,bamboo,,,Bamboo
,plastic sheeting,,,Láminas de plástico
,mesh,,,Malla
,insect screening mesh,,,Malla de detección de insectos
,fibreglass,,,Fibra de Vidrio
,leaves,,,Hojas
,other,,,Otros
,Number of windows,,,Numero de Ventanas
,Windows material,,,Meteriales de las Ventanas
,timber,,,Leño
,wood,,,Madera
,plywood,,,Madera contrachapada
,bamboo,,,Bamboo
,plastic sheeting,,,Láminas de plástico
,insect screening mesh,,,Malla de detección de insectos
,fibreglass,,,Fibra de Vidrio
,lattice,,,Enrejado
,other,,,Otros
,Number of shutters,,,Número de persianas
,Shutters material,,,Materiales de las persianas
,metal,,,Metal
,timber,,,Leño
,wood,,,Madera
,plywood,,,Madera contrachapada
,bamboo,,,Bamboo
,other,,,Otros
Insulation,,,Aislamiento,
,Insulation system,,,Sistema de Aislamiento
,none,,,Ninguno
,shading,,,Proteccion contra la Luz
,insulation of the flooring,,,Aislamiento de los pisos
,insulation on the walls,,,Aislamiento de las Paredes
,insulation below the roof,,,Aislamiento debajo del techo
,other,,,Otros
,Insulation material,,,Materiales de Aislamiento
,none,,,Ninguno
,shade net,,,Malla de Sombra
,insulated corrugated roofing sheeting,,,Laminas de aislamiento corrugado para techo
,organic material,,,Material organico
,other,,,Otros
,Comment,,,Observacion
Skin,,,Aspecto,
,Comment,,,Observacion
Services,,,Servicios,
,Water Supply location,,,Ubicación de suministro de agua
,in shelter,,,En el refugio
,on plot,,,En la parcela
,communal,,,Comunal
,other,,,Otros
,Distance to the water supply,,,Distancia del suministro de Agua
,Water Supply Type,,,Tipo de suministro de agua
,piped water,,,Agua por tubería
,tap/standpipe,,,Grifo/tubo vertical
,tubewell/ borehole,,,Pozo tubular / pozo
,protected dug well,,,Pozo excavado protegido
,protected spring,,,Manantial protegido
,rainwater collection,,,Molector de lluvia
,unprotected spring,,,Fuente sin cubierta
,unprotected dug well,,,Pozo excavado sin protección
,cart with small tank/drum,,,Carro con tanque pequeño/tambor
,tanker truck,,,Camión cisterna
,surface water (from river, pond, lake),,,Aguas superficiales (de río, estanque, lago)
,bottled water,,,Agua embotellada
,other,,,Otros
,Sanitation location,,,Ubicación de saneamiento
,in shelter,,,En el refugio
,on plot,,,En la parcela
,communal,,,Comunal
,other,,,Otros
,Distance to the sanitation,,,Distancia de punto de saneamiento
,Sanitation Type,,,Tipo de saneamiento
,flush toilet,,,Inodoro
,pour flush toilet,,,Inodoro de descarga
,piped sewer system,,,Sistema de alcantarillado por tuberías
,septic tank,,,Tanque septico
,flush/pour flush to pit latrine,,,Enjuague/Letrina de descarga manual
,ventilated improved pit latrine (VIP),,,Letrina ventilada mejorada (VIP)
,pit latrine with slab,,,Letrina con losa
,composting toilet,,,Inodoro de compostaje
,flush/pour flush to elsewhere,,,Enjuague/descarga manual a otra parte
,pit latrine without slab,,,Letrina sin losa
,bucket,,,Cangilon
,hanging toilet/ hanging latrine,,,Tocador que cuelga/letrinas colgantes
,no facilities or bush or field,,,No hay instalaciones en arbusto o campo
,other,,,Otros
,Sewage system,,,Alcantarillado
,none,,,Ninguno
,open sewer system,,,Sistema de alcantarillado abierto
,single pit,,,Pozo único
,septic system,,,Sistema séptico
,piped sewer system,,,Sistema de alcantarillado por tuberías
,trucking (gully emptier) to sewage plant,,,camiones (reguera vacía) para planta de aguas residuales
,trucking (gully emptier) to open dumping,,,camiones (reguera vacía) para abrir un volcador
,other,,,Otros
,Drainage,,,Drenaje
,none,,,Ninguno
,open drains,,,Drenajes abiertos
,covered drains,,,Drenajes cubiertos
,other,,,Otros
,Waste treatment,,,Tratamiento de desechos
,burn on site,,,Quemar en el sitio
,dump on site,,,volcar en el sitio
,door-to-door collection,,,Recoleccion puerta a puerta
,central collection,,,Central de recoleccion
,other,,,Otros
,Bathroom location,,,Ubicación de los baños
,in shelter,,,En el refugio
,on plot,,,En la parcela
,communal,,,Comunal
,other,,,Otros
,Distance to the bathroom,,,Distancia de los baños
,Type of Bathroom,,,Tipos de baños
,bucket shower,,,Ducha de cubo
,container,,,Contenedor
,bathtub,,,Bañera
,shower,,,Ducha
,river, pond, lake,,,Rio, Pozo, Lago
,other,,,Otros
,Heating system,,,Sistema de calefacción
,none,,,Nada
,stove,,,Estufa
,electrical heater,,,Calentador eléctrico
,fireplace/hearth,,,Chimenea / fogón
,central heating,,,Calefacción central
,other,,,Otros
,Energy Source for heating system,,,Fuente de energía para el sistema de calefacción
,none,,,Ninguno
,gas,,,Gas
,electricity (grid),,,Electricidad (Red)
,electricity (battery),,,Electricidad (Bateria)
,wood,,,Madera
,coal/charcoal,,,Carbon
,biomass,,,Biomasa
,wind,,,Viento
,solar,,,Solar
,other,,,Otros
,Cooling system,,,Sistema de refrigeración
,none,,,Nada
,natural ventilation,,,Ventilacion natural
,fan,,,Ventilador
,air conditioning,,,Aire acondicionado
,Energy Source for cooling system,,,Fuente de energía para el sistema de refrigeración
,none,,,Ninguno
,electricity (grid),,,Electricidad (Red)
,electricity (battery),,,Electricidad (Bateria)
,wind,,,Viento
,solar,,,Solar
,other,,,Otros
,Type of natural ventilation,,,Tipos de ventilacion natural
,none,,,Ninguno
,foundation vent,,,Respiraderos
,outside-air intake - bottom part of the wall,,,Toma de aire exterior - parte inferior de la pared
,outside-air intake - above doors and windows,,,Toma de aire exterior - puertas y ventanas por encima
,roof vent,,,Ventilacion de techo
,air vent between rooms,,,Salida de aire entre las habitaciones
,trickle vent in windows or doors,,,Ventilación por goteo en las ventanas o puertas
,vent pipe in roof,,,Tubo de ventilación en el techo
,chimney,,,Chimenea
,other,,,Otros
,Number of ventilation openings,,,Numero de entradas de ventilacion
,Lighting,,,Iluminacion
,none,,,Ninguno
,candles,,,Velas
,torch/flashlight (battery powered),,,Antorcha/linterna (con pilas)
,oil/kerosene lamp,,,Lampara de aceite/queroseno
,electrical powered lamp,,,Lampara de energia electrica
,solar powered lamp,,,Lampara de energia solar
,other,,,Otros
,Energy Source (Appliances),,,Fuente de energía (Electrodomésticos)
,none,,,Nada
,gas,,,Gas
,electricity (grid),,,Electricidad (Red)
,electricity (battery),,,Electricidad (Bateria)
,wood,,,Madera
,coal/charcoal,,,Carbon
,biomass,,,Biomasa
,wind,,,Viento
,solar,,,Solar
,other,,,Otros
,Kitchen location,,,Ubicación de la cocina
,in shelter,,,En el refugio
,on plot,,,En la parcela
,communal,,,Comunal
,other,,,Otros
,Kitchen Type,,,Tipos de cocina
,none,,,Ninguno
,open fire,,,Fuego abierto
,portable stove,,,Estufa portátil
,stove,,,Estufa
,other,,,Otros
,Cooking Energy Source,,,Fuente de energia de la cocina
,wood,,,Madera
,biomass,,,Biomasa
,oil,,,Aceite
,gas,,,Gas
,coal/charcoal,,,Carbon
,kerosene,,,Queroseno
,electricity,,,Electricidad
,solar,,,Solar
,other,,,Otros
,Comment,,,Observacion
Spaceplan,,,Espacio provisto,
,Partitions,,,Particiones
,none,,,Nada
,walls,,,Paredes
,half walls,,,Medias paredes
,screens,,,Pantallas
,curtains,,,Cortinas
,Partition structure material,,,Material de particion estructural
,none,,,Ninguno
,bamboo,,,Bamboo
,timber,,,Leño
,wood,,,Madera
,brick,,,Ladrillos
,concrete block,,,Bloques de concreto
,block,,,Bloques
,adobe/ sun-dried brick,,,Abode/Ladrillos secados al sol
,steel,,,Acero
,plastic,,,Plastico
,textile,,,Textiles
,other,,,Otros
,Partition finish,,,Particiones finalizadas
,none,,,Ninguno
,metal sheeting,,,Láminas de metal
,timber,,,Leño
,wood,,,Madera
,plywood,,,Madera contrachapada
,bamboo,,,Bamboo
,cement plaster,,,Yeso de cemento
,mud plaster,,,Yeso de barro
,wallpaper,,,Papel pintado
,paint,,,Pintura
,hand woven mat (organic material),,,Tejido estrecho a mano (materia orgánica)
,other,,,Otros
,Ceiling structure material,,,Material de estructura de techo
,none,,,Ninguno
,timber,,,Leño
,wood,,,Madera
,plywood,,,Madera contrachapada
,bamboo,,,Bamboo
,other,,,Otros
,Ceiling Finish Material,,,Material de estructura de techo terminado
,none,,,Ninguno
,cement plaster,,,Yeso de cemento
,mud plaster,,,Yeso de barro
,wallpaper,,,Papel pintado
,paint,,,Pintura
,organic material,,,Material organico
,other,,,Otros
,Possible extension of the shelter structure,,,Posible ampliación de la estructura del refugio
,implemented extention to the shelter (at survey date),,,Extensión aplicada al refugio (a fecha de la encuesta)
,Comment,,,Observacion
Documents,,,Documentos,
,Project narrative,,,Narrativa del proyecto
,Technical description,,,Descripcion tecnica
,(Priced) Bill of Quantity (BoQ),,,(Precio) Declaración de Cantidad (BoQ)
,Design Drawings,,,Diseño de dibujos
,Site plan,,,Plano del sitio
,Satellite picture,,,Foto satelital
,Pictures/video of setting,,,Ajuste de fotos/videos
,Pictures/video of elevations,,,Elevacion de Fotos/Videos
,Pictures/video of extensions,,,Extencion de Fotos/Videos
,Pictures/video of details,,,Detalles de Fotos/Videos
,Pictures/video of living practices,,,Practicas de vida Fotos/Videos
,Comment,,,Observacion
